,year,rating,age,rating_avg,pages,ratings_count,reviews_count,lang_en-CA,lang_en-GB,lang_en-US,lang_eng,lang_enm,lang_fre,lang_ger,lang_lat,lang_mul,lang_rus,lang_spa,region_africa,region_central_south_america,region_east_asia,region_europe,region_middle_east,region_north_america_british,region_south_asia,predict_cluster_kmeans
59,1998,0.0,31,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
60,1998,8.0,29,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
61,1998,0.0,61,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
62,1998,0.0,39,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
63,1998,0.0,53,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
64,1998,8.0,33,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
65,1998,0.0,36,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
66,1998,0.0,27,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
67,1998,0.0,37,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
68,1998,0.0,23,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
69,1998,0.0,36,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
70,1998,0.0,43,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
71,1998,0.0,56,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
72,1998,0.0,26,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
73,1998,5.0,29,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
74,1998,0.0,35,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
75,1998,0.0,37,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
76,1998,0.0,31,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
77,1998,9.0,19,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
78,1998,10.0,44,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
79,1998,7.0,29,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
80,1998,0.0,17,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
81,1998,0.0,52,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
82,1998,0.0,34,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
83,1998,9.0,24,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
84,1998,7.0,38,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
85,1998,0.0,16,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
86,1998,0.0,35,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
87,1998,8.0,34,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
88,1998,8.0,33,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
89,1998,6.0,31,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
90,1998,7.0,29,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
91,1998,0.0,40,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
92,1998,0.0,51,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
93,1998,0.0,31,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
94,1998,6.0,24,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
95,1998,0.0,28,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
96,1998,0.0,31,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
97,1998,0.0,28,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
98,1998,0.0,19,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
99,1998,0.0,32,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
100,1998,10.0,31,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
101,1998,10.0,27,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
102,1998,0.0,38,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
103,1998,8.0,21,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
104,1998,10.0,23,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
105,1998,0.0,25,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
106,1998,0.0,50,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
107,1998,0.0,44,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
108,1998,0.0,35,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
109,1998,9.0,23,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
110,1998,0.0,49,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
111,1998,0.0,51,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
113,1998,0.0,32,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
114,1998,0.0,18,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
115,1998,0.0,30,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
116,1998,10.0,54,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
117,1998,10.0,26,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
118,1998,9.0,18,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
119,1998,5.0,21,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
120,1998,8.0,31,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
122,1998,0.0,30,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
123,1998,5.0,30,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
124,1998,0.0,39,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
125,1998,0.0,46,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
126,1998,10.0,40,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
127,1998,0.0,47,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
128,1998,8.0,26,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
129,1998,0.0,53,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
130,1998,5.0,48,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
131,1998,10.0,49,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
132,1998,0.0,19,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
133,1998,10.0,38,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
134,1998,0.0,34,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
135,1998,0.0,41,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
136,1998,0.0,36,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
137,1998,0.0,32,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
138,1998,7.0,35,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
139,1998,0.0,33,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
140,1998,9.0,46,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
141,1998,7.0,24,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
142,1998,0.0,53,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
143,1998,0.0,22,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
144,1998,7.0,22,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
146,1998,8.0,41,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
147,1998,0.0,27,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
148,1998,0.0,21,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
149,1998,0.0,32,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
150,1998,0.0,47,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
151,1998,9.0,30,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
152,1998,2.0,31,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
153,1998,0.0,30,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
154,1998,0.0,26,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
155,1998,0.0,33,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
156,1998,6.0,26,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
157,1998,9.0,24,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
158,1998,0.0,23,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
159,1998,7.0,41,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
160,1998,8.0,32,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
161,1998,0.0,58,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
162,1998,0.0,24,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
163,1998,0.0,48,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
164,1998,8.0,40,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
165,1998,0.0,29,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
166,1998,7.0,36,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
167,1998,0.0,43,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
168,1998,0.0,29,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
169,1998,0.0,30,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
170,1998,8.0,26,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
172,1998,8.0,54,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
173,1998,10.0,19,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
174,1998,8.0,29,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
175,1998,0.0,23,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
176,1998,0.0,42,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
177,1998,0.0,40,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
178,1998,8.0,20,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
179,1998,0.0,28,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
180,1998,7.0,27,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
181,1998,10.0,27,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
182,1998,7.0,29,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
183,1998,0.0,28,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
184,1998,8.0,63,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
185,1998,9.0,32,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
186,1998,7.0,39,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
187,1998,0.0,26,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
188,1998,0.0,33,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
189,1998,7.0,39,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
190,1998,0.0,25,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
191,1998,0.0,17,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
192,1998,10.0,38,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
193,1998,8.0,38,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
194,1998,10.0,32,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
195,1998,7.0,31,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
196,1998,5.0,45,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
197,1998,0.0,40,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
199,1998,0.0,21,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
200,1998,9.0,46,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
201,1998,0.0,27,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
202,1998,7.0,45,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
203,1998,9.0,19,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
204,1998,7.0,30,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
205,1998,8.0,31,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
206,1998,0.0,32,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
207,1998,5.0,18,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
208,1998,10.0,34,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
209,1998,6.0,33,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
210,1998,0.0,31,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
211,1998,10.0,20,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
212,1998,0.0,24,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
213,1998,0.0,32,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
214,1998,0.0,56,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
215,1998,10.0,23,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
216,1998,0.0,32,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
217,1998,0.0,29,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
218,1998,9.0,61,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
219,1998,3.0,46,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
220,1998,0.0,29,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
221,1998,5.0,31,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
222,1998,10.0,34,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
223,1998,8.0,24,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
224,1998,9.0,21,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
225,1998,0.0,34,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
226,1998,4.0,33,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
227,1998,5.0,18,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
228,1998,8.0,40,3.88,465,294348,9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
